pairs,labels
David Huddart 203306570 9780203306574 200 October 26th 2007 Routledge   Postcolonial Theory and Autobiography [SEP] David Huddart   9780415759014 208 10/26/07 Taylor &amp; Francis Postcolonial Theory and Autobiography,0
"Mark Twain   760     ""Autobiography of Mark Twain: Ruminations on His Life and Times [SEP]  in His Own Words  Volume 1"" Mark Twain   9781441778437 20 11/15/10",0
"Mark Twain   760     ""Autobiography of Mark Twain: Ruminations on His Life and Times [SEP]  in His Own Words  Volume 1"" Mark Twain Grover Gardner  9781441778475  1/28/11",0
"Mark Twain   760     ""Autobiography of Mark Twain: Ruminations on His Life and Times [SEP]  in His Own Words  Volume 1"" Mark Twain   9780766161375 376 6/28/03",0
Ian Thorpe   336 October 24th 2012 Simon & Schuster UK   This Is Me: The Autobiography [SEP] Ian Thorpe   9780731815739 336 10/24/12 Simon &amp; Schuster Australia This Is Me: The Autobiography,1
Russell Means 312147619 9780312147617 624 November 15th 1996 St. Martin's Griffin Marvin J. Wolf  Where White Men Fear to Tread: The Autobiography of Russell Means [SEP] Russell Means Marvin Wolf  9780312147617 624 11/28/96 St. Martin's Press Where White Men Fear to Tread: The Autobiography of Russell Means,1
Theodore Roosevelt 1604596198 9781604596199 696 January 4th 2009 Wilder Publications   Bully! Three Autobiographies by Theodore Roosevelt [SEP] Theodore Roosevelt   2940013239296  10/30/11 Seven Treasures Publications The Autobiography of Theodore Roosevelt,0
Theodore Roosevelt 1604596198 9781604596199 696 January 4th 2009 Wilder Publications   Bully! Three Autobiographies by Theodore Roosevelt [SEP] Theodore Roosevelt   9781411439252 633 3/1/11 Barnes &amp; Noble An Autobiography (Barnes & Noble Digital Library),0
"George Dewey 870210289 9780870210280 297 April 1st 1987 US Naval Institute Press   ""Autobiography of George Dewey [SEP]  Admiral of the Navy"" George Dewey   9781330247976 410 5/21/15 FB &amp;c Ltd",0
Jim Tully   336 1924 Albert & Charles Boni   Beggars of Life: A Hobo Autobiography [SEP] Jim Tully   9781902593784 256 11/1/03 AK Press Beggars of Life: A Hobo Autobiography,0
"William L. Andrews 252060334 9780252060335 368 May 1st 1988 University of Illinois Press   ""To Tell a Free Story: The First Century of Afro-American Autobiography [SEP]  1760-1865"" William L. Andrews   9780451471444 496 12/2/14 Penguin Publishing Group",0
St. Therese of Lisieux 1497412226  184 March 21st 2014 CreateSpace Independent Publishing Platform Catholic Book Club  The Story of a Soul: The Autobiography of St. Therese of Lisieux (annotated) [SEP] St Therese of Liseaux   9781507779590 106 1/31/15 CreateSpace Publishing The Story of a Soul - The Autobiography of St Therese of Liseaux,0
St. Therese of Lisieux 1497412226  184 March 21st 2014 CreateSpace Independent Publishing Platform Catholic Book Club  The Story of a Soul: The Autobiography of St. Therese of Lisieux (annotated) [SEP] St Therese Of Lisieux   9781499324037 242 5/2/14 CreateSpace Publishing The Story of a Soul: The Autobiography of St. Therese of Lisieux (Illustrated),0
"Alec Douglas-Home Home of the Hirsel 2119978 9780002119979 320  Not Avail   The Way The Wind Blows: An Autobiography [SEP] the Co-founder of AA   9781616490010 232 5/14/10 Hazelden Publishing ""Bill W.",0
Alec Douglas-Home Home of the Hirsel 2119978 9780002119979 320  Not Avail   The Way The Wind Blows: An Autobiography [SEP] Dior Deluxe Edition: The Autobiography of Christian Dior   9781851778690 208 10/13/15 V &amp; A Publishing Dior,0
"Alec Douglas-Home Home of the Hirsel 2119978 9780002119979 320  Not Avail   The Way The Wind Blows: An Autobiography [SEP] request of the Provincial Woman's Christian Temperance Union of Ontario   2940028765971   Toronto : W. Briggs; Montreal : C.W. Coates ""Campaign echoes [microform] : the autobiography of Mrs. Letitia Youmans",0
Alec Douglas-Home Home of the Hirsel 2119978 9780002119979 320  Not Avail   The Way The Wind Blows: An Autobiography [SEP] e to the City of Dreams: An Autobiography   9780730830061 296 1/1/04 Art Gallery of South Australia Good,0
H.R. Jakes 9781480814  268 March 11th 2015 Archway Publishing   The Curious Autobiography of Elaine Jakes [SEP] H.R. Jakes   9781480814752 268 3/30/15 Archway Publishing The Curious Autobiography of Elaine Jakes,1
Vincent Katz 8881588404 9788881588404 173 September 30th 2012 Charta Alex Katz  Invented Symbols: An Art Autobiography [SEP] Alex Katz   9788881588404 173 9/30/12 Charta Invented Symbols: An Art Autobiography,1
Usain Bolt 7371411 9780007371419 320 September 12th 2013 HarperSport   Faster than Lightning: My Autobiography [SEP] Usain Bolt   9780007523658 320 9/12/13 HarperCollins Publishers Faster than Lightning: My Autobiography,1
"Evelyn Stefansson Nef 966505174 9780966505177 320 March 13th 2003 Francis Press   Finding My Way: Autobiography of an Optimist [SEP] Evelyn Stefansson Nef   9780966505153 320 5/28/02 ""Francis Press  The""",0
Laurence Olivier 140068880 9780140068887 36 January 3rd 1984 Penguin Books   Confessions of an Actor: An Autobiography [SEP] Laurence Olivier   9781857974935  11/3/94 Gardners Books Confessions of an Actor : The Autobiography,0
"William Henry Hudson 1443733849 9781443733847 314 November 4th 2008 Pomona Press   Far Away and Long Ago - Autobiography of His Youth [SEP] William Henry Seward   2940017335710   ""New York  D. Appleton and company""",0
"Robert Maiorano 983687803 9780983687801 174 November 1st 2011 Aperture Press   Worlds Apart: The Autobiography of a Dancer from Brooklyn [SEP] Robert Maiorano   9780983687801 174 11/1/11 ""Aperture Press  LLC""",1
"David J. Carlson 252072669 9780252072666 232 November 22nd 2005 University of Illinois Press   Sovereign Selves: American Indian Autobiography and the Law [SEP] David K. Guthrie and Charles J. Guthrie [microform]   2940028998348   Toronto : Belford ""Autobiography of Thomas Guthrie",0
Booker T. Washington   511 Feb-65 Avon Books W.E.B. Du Bois James Weldon Johnson Three Negro Classics (Up From Slavery; The Souls of Black Folk; The Autobiography of an Ex-Colored Man) [SEP] Booker T. Washington   9783849644024 451 5/5/14 Jazzybee Verlag An Autobiography - The Story of My Life and Work,0
Booker T. Washington   511 Feb-65 Avon Books W.E.B. Du Bois James Weldon Johnson Three Negro Classics (Up From Slavery; The Souls of Black Folk; The Autobiography of an Ex-Colored Man) [SEP] Booker T. Washington   2940148325369  2/8/14 Bronson Tweed Publishing Up From Slavery: An Autobiography of Booker T. Washington,0
Frank O'Connor 141187913 9780141187914 0 July 7th 2005 Penguin Classics Declan Kiberd  An Only Child And My Father's Son: An Autobiography (Autobiography of Frank O'Connor #1-2) [SEP] Frank O'Connor   9781497655072 464 8/12/14 Open Road Media An Only Child and My Father's Son: The Autobiography,0
"Jon E. Lewis   284 March 1st 2012 Robinson   Rome: The Autobiography [SEP] Jon E. Lewis   9781849012638 300 7/30/09 ""Little  Brown Book Group""",0
"Jon E. Lewis   284 March 1st 2012 Robinson   Rome: The Autobiography [SEP] Jon E. Lewis   9781780337500 480 3/1/12 ""Little  Brown Book Group""",0
"Amelia E. Barr 781258634 9780781258630 0 March 1st 1993 Reprint Services Corporation   All the Days of My Life: An Autobiography [SEP] Amelia E. Barr   2940148260394  1/15/14 ""Five Star Publishing  LLC""",0
"Charles H. Spurgeon 1146755325 9781146755320 390 March 7th 2010 Nabu Press Susannah Spurgeon Joseph Harrald The Autobiography of Charles H. Spurgeon: 1854-1860 [SEP] Charles Haddon H. Spurgeon   9780340577783   ""Hodder &amp; Stoughton  Ltd.""",0
William Henry Jackson 1880397080 9781880397084 347 November 28th 1994 Patrice Press   Time Exposure: The Autobiography of William Henry Jackson [SEP] Bernard Shaw (The life of William Henry Davies)   9788074849374 336 9/20/13 e-artnow ebooks The Autobiography of a Super-Tramp - With a preface,0
"Ezekiel Mphahlele 869752375 9780869752371 260 December 31st 1984 Ravan Press Eskia Mphahlele  ""Afrika My Music: An Autobiography [SEP]  1957-1983"" Ezekiel Mphahlele   2900869754848 260 12/1/95 Ohio University Press",0
"Mark Twain 1113779543 9781113779540 158 September 22nd 2009 BiblioLife   Is Shakespeare Dead? from My Autobiography [SEP] Mark Twain   9780520952447 440 3/26/12 University of California Press ""Autobiography of Mark Twain: Volume 1",0
Mark Twain 1113779543 9781113779540 158 September 22nd 2009 BiblioLife   Is Shakespeare Dead? from My Autobiography [SEP] Mark Twain   9781477475539 406 5/25/12 CreateSpace Independent Publishing Platform Autobiography of Mark Twain Volume 2,0
"Mark Twain 1113779543 9781113779540 158 September 22nd 2009 BiblioLife   Is Shakespeare Dead? from My Autobiography [SEP] Mark Twain   2940016310794  2/13/13 Unforgotten Classics ""Autobiography of Mark Twain",0
"Mark Twain 1113779543 9781113779540 158 September 22nd 2009 BiblioLife   Is Shakespeare Dead? from My Autobiography [SEP] Mark Twain   9780766161375 376 6/28/03 Kessinger Publishing Company ""Mark Twain's Autobiography",0
George Woodcock 155005192X 9781550051926 331 November 18th 2010 Fitzhenry & Whiteside   Letter to the Past: An Autobiography [SEP] George Woodcock   9781550051841 304 11/16/10 Fitzhenry &amp; Whiteside Ltd. Beyond the Blue Mountain: An Autobiography,0
"Ron Moody 1907532110 9781907532115 264 September 1st 2010 Aurum   ""A Still Untitled [SEP]  (Not Quite) Autobiography"" Ron Moody   9781907532115  9/28/10 JR",1
"Herbert Spencer   0     ""An Autobiography [SEP]  Vols 1-2"" Herbert Spencer (Illustrated)   2940150659667  10/8/14 AS Team",0
"Herbert Spencer   0     ""An Autobiography [SEP]  Vols 1-2"" Spencer Herbert 1820-1903   9781314499094 628 6/23/13 HardPress Publishing",0
"Herbert Spencer   0     ""An Autobiography [SEP]  Vols 1-2"" Spencer Herbert 1820-1903   9781314499100 606 6/23/13 HardPress Publishing",0
Theodore Roosevelt IV 1495955168 9781495955167 216 February 15th 2014 Createspace   An Autobiography of Theodore Roosevelt [SEP] Theodore Roosevelt   9781451580129 298 4/1/10 CreateSpace Publishing Theodore Roosevelt: An Autobiography,0
David  Rees 1870188195 9781870188197 257 December 31st 1992 Third House   Not For Your Hands: An Autobiography [SEP] David Rees   9781870188197 257 1/1/92 Lpc Inbook Not for Your Hands; An Autobiography,1
Anne Halkett 1141373211 9781141373215 158 January 10th 2010 Nabu Press   The Autobiography of Anne Lady Halkett [SEP] John Gough Nichols Anne Halkett   2940017595343   Printed for the Camden Society The Autobiography of Anne Lady Halkett,0
"Mazo de la Roche 855948116 9780855948115 0     Ringing The Changes: An Autobiography [SEP] Jeanne-Marie de la Motte-Guyon   9780768498103 450 7/28/11 ""Destiny Image  Inc.""",0
Mazo de la Roche 855948116 9780855948115 0     Ringing The Changes: An Autobiography [SEP] Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide   2940013005020  8/20/11 BookRags.com Experiencing the Depth of Jesus Christ: The Autobiography,0
Mazo de la Roche 855948116 9780855948115 0     Ringing The Changes: An Autobiography [SEP] Mazo de la Roche   9781459730397 304 11/7/15 Dundurn Press Ringing the Changes: An Autobiography,0
Diego Maradona   328 April 1st 2013 Skyhorse Publishing Mark Weinstein  Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star [SEP] Diego Armando Maradona   9781616081867 328 2/23/11 Skyhorse Publishing Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,0
"Lady Gregory 1103857142 9781103857142 336 April 10th 2009 BiblioLife   Our Irish Theatre: A Chapter of Autobiography [SEP] Lady Gregory   2940020302778   ""New York  London : G.P. Putnam''s Sons""",0
"David Alliance 1849541922 9781849541923 448 June 2nd 2015 The Robson Press   A Bazaar Life: The Autobiography of David Alliance [SEP] David Alliance   9781849541923 448 6/2/15 ""Biteback Publishing  Ltd.""",1
Lynn C. Miller 299184242 9780299184247 344 September 10th 2003 University of Wisconsin Press Jacqueline Taylor  Voices Made Flesh: Performing Women'S Autobiography [SEP] Lynn C. Miller   9780299184247 344 10/28/03 University of Wisconsin Press Voices Made Flesh : Performing Women's Autobiography / Edition 1,1
"William L. Andrews 130198455 9780130198457 231 October 19th 1992 Longman Publishing Group   African-American Autobiography: A Collection of Critical Essays [SEP] William L. Andrews   9780252012228 368 6/1/86 University of Illinois Press ""To Tell A Free Story: The First Century Of Afro-American Autobiography",0
Benjamin Franklin   0   John Woolman William Penn Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude [SEP] Benjamin Franklin   9781512149340 132 5/11/15 CreateSpace Publishing Autobiography of Benjamin Franklin: A Founding Father,0
"Benjamin Franklin   0   John Woolman William Penn Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude [SEP] Benjamin Franklin   2940017704479   ""Boston  New York [etc.] Houghton",0
Benjamin Franklin   0   John Woolman William Penn Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude [SEP] Benjamin Franklin   9781297173585 248 2/18/15 Scholar's Choice The Autobiography and Essays - Scholar's Choice Edition,0
"Benjamin Franklin   0   John Woolman William Penn Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude [SEP] Benjamin Franklin   2940026646487   ""Houghton  Mifflin and company""",0
Benjamin Franklin   0   John Woolman William Penn Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude [SEP] Benjamin Franklin Russel B. Nye  9780395051306 224 1/2/57 Cengage Learning Autobiography and Other Writings / Edition 1,0
John Stuart Mill   434  Bantam   Essential Works of John Stuart Mill: Utilitarianism/Autobiography/On Liberty/The Utility of Religion [SEP] John Stuart Mill   9781411458253 276 7/12/11 Barnes &amp; Noble The Autobiography of John Stuart Mill (Barnes & Noble Digital Library),0
"Nasir al-Din Tusi 1860645232 9781860645235 128 December 3rd 1999 I. B. Tauris   Contemplation and Action: The Spiritual Autobiography of a Muslim Scholar: Nasir al-Din Tusi [SEP] Nasir al-Din Tusi   9781860645235 128 12/3/99 ""I. B.Tauris &amp; Company  Limited""",1
"Martin Kemp 752832646 9780752832647 276 Mar-00 Orion   True: The Autobiography of Martin Kemp [SEP] Martin Kemp Kemp  9780752832647 256 3/28/00 ""Orion Publishing Group  Limited""",1
"Conway Moncure Daniel 5518952716 9785518952713 504 January 1st 2014 Book on Demand Ltd.   Autobiography [SEP] Moncure Daniel Conway   9781407711294 422 1/10/12 HardPress Publishing ""Autobiography",0
Amanda Smith 1445543931 9781445543932 558 March 26th 2010 Vintage Cookery Books   An Autobiography [SEP] Amanda Smith   2940014750141  6/4/12 ASmith Books Mrs. Amanda Smith: An Autobiography,0
Martineau Harriet Peterson Linda H 1460403142 9781460403143 745 May 14th 2014 Not Avail   Autobiography [SEP] Maria Weston Chapman Harriet Martineau   2940019732739   Smith Elder Harriet Martineau's Autobiography,0
"Hawk Black Hawk 1409983021 9781409983026 172 December 4th 2009 Dodo Press   ""Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak; Or [SEP]  Black Hawk (Dodo Press)"" Black Hawk   2940000785560  2/1/09 B&amp;R Samizdat Express",0
Chuck Berry 571207545 9780571207541 0 June 1st 2001 Faber & Faber   Chuck Berry: The Autobiography [SEP] Chuck Berry   9780793502639 120 9/28/86 Hal Leonard Corporation Chuck Berry,0
"Unknown Author 440   0 1978 Personal Christianity   Maranatha Man: An Autobiography [SEP] Unknown Author   9781330106952 318 7/2/15 FB &amp;c Ltd ""The Autobiography of Leigh Hunt",0
"Unknown Author 440   0 1978 Personal Christianity   Maranatha Man: An Autobiography [SEP] Unknown Author   9781330881569 276 7/7/15 FB &amp;c Ltd ""A Country Curate's Autobiography",0
"Unknown Author 440   0 1978 Personal Christianity   Maranatha Man: An Autobiography [SEP] Unknown Author   9781330066676 386 6/14/15 FB &amp;c Ltd ""The Autobiography of Charles H. Spurgeon",0
Chris J. Berry 1452022844 9781452022840 0 July 20th 2010 Authorhouse   Sixty Psychic Years: Autobiography [SEP] J. Bill Berry   9780826208132 216 12/1/92 University of Missouri Press Home Ground: Southern Autobiography,0
"Daniel B. Shea 299116506 9780299116507 290 March 1st 1988 University of Wisconsin Press   Spiritual Autobiography in Early America [SEP] Daniel B. Kellogg   2940023961163   Chase ""Autobiography of Dr. D. B. Kellogg: Or",0
"Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9781627557863 148 6/10/15 ""Wilder Publications  Inc.""",0
"Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9781633846586 420 6/10/15 ""Wilder Publications  Inc.""",0
Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9780806521831 330 1/28/01 Kensington Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography,0
Jeanne Marie Bouvier de la Motte Guyon 1595479260 9781595479266 212 March 20th 2007 Nuvision Publications   Autobiography of Madame Guyon [SEP] Mazo de la Roche   9781459730397 304 11/7/15 Dundurn Press Ringing the Changes: An Autobiography,0
"John Howard Swanson 964694603 9780964694606 338 September 1st 1995 Vitality Pubns Laurel O. Cook  Confessions of an Art Dealer: An Autobiography [SEP] John Howard Brown   2940020559660   ""Boston  Mass.",0
Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9781494802127 184 12/26/13 CreateSpace Independent Publishing Platform Up From Slavery: The Autobiography of Booker T. Washington,0
Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9780806521831 330 1/28/01 Kensington Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography,0
Booker T. Washington   202 July 28th 2015 Chios Classics   Up From Slavery: An Autobiography [SEP] Booker T. Washington   9781295966271 348 2/8/15 Scholar's Choice Up from Slavery: An Autobiography - Scholar's Choice Edition,0
"Bill Bruford   353 March 1st 2009 Jawbone Press   Bill Bruford: The Autobiography [SEP] Bill Bruford   9781905792436 320 4/7/13 Foruli Limited ""Bill Bruford: The Autobiography. Yes",0
Ida B. Wells-Barnett 226893448 9780226893440 466 July 23rd 1991 University Of Chicago Press Ada B. Wells Alfreda M. Duster Crusade for Justice: The Autobiography of Ida B. Wells [SEP] Ida B. Wells Ada B. Wells  9780226893440 466 7/28/91 University of Chicago Press Crusade for Justice: The Autobiography of IDA B. Wells,1
"Mark Twain 520272781 9780520272781 776 October 5th 2013 University of California Press Benjamin Griffin Harriet E. Smith ""Autobiography of Mark Twain [SEP]  Volume 2: The Complete and Authoritative Edition"" Mark Twain   9781608429943 600 12/14/10 KRE",0
"Mark Twain 520272781 9780520272781 776 October 5th 2013 University of California Press Benjamin Griffin Harriet E. Smith ""Autobiography of Mark Twain [SEP]  Volume 2: The Complete and Authoritative Edition"" Mark Twain Grover Gardner  9781504637169  10/15/15 ""Blackstone Audio",0
"Anthony Trollope   368 October 9th 2014 OUP Oxford Nicholas Shrimpton  An Autobiography: and Other Writings [SEP] Anthony Trollope   9781607785293  7/1/10 MobileReference ""Works of Anthony Trollope: (50+ works). Includes The Way We Live Now",0
"Anthony Trollope   368 October 9th 2014 OUP Oxford Nicholas Shrimpton  An Autobiography: and Other Writings [SEP] Anthony Trollope   2940012207586  3/4/11 Milsap Publishers ""Anthony Trollope: a classic collection of his novels (American Senator",0
"Sandy Lyle 755314727 9780755314720 320 May 31st 2007 Headline Book Publishing Robert Philip Seve Ballesteros To the Fairway Born: The Autobiography [SEP] Sandy Lyle   9780755314720 320 5/31/07 ""Headline Book Publishing  Limited""",1
Andrew Taylor Still 1145986773  500 February 26th 2010 Nabu Press   Autobiography of Andrew T. Still [SEP] Andrew Taylor Still   2940026620111   The author Autobiography of Andrew T. Still: With a History of the Discovery and Development of the Science ...,0
Margot Asquith   255 1936 Penguin   The Autobiography of Margot Asquith. Volume One [SEP] Margot Asquith Oxford and Asquith   2940019401550   London : Butterworth The autobiography of Margot Asquith,0
Stephen Fry 375502645 9780375502644 366 May 25th 1999 Random House   Moab Is My Washpot: An Autobiography (Memoir #1) [SEP] Stephen Fry   9781468300192 448 1/19/12 The Overlook Press The Fry Chronicles: An Autobiography,0
"Mark Twain   311 December 7th 2014 Original Classics Albert Bigelow Paine  Autobiography of Mark Twain [ Volume 2 ] [SEP] Mark Twain   9780520272781 776 10/5/13 University of California Press ""Autobiography of Mark Twain",0
Mark Twain   311 December 7th 2014 Original Classics Albert Bigelow Paine  Autobiography of Mark Twain [ Volume 2 ] [SEP] Mark Twain   2940000737101  2/26/12 B&amp;R Samizdat Express Chapters from my Autobiography,0
Mark Twain   311 December 7th 2014 Original Classics Albert Bigelow Paine  Autobiography of Mark Twain [ Volume 2 ] [SEP] Roy J . Friedman Mark Twain Collection Mark Twain   2940018903741   Harper &amp; Brothers Publishers Is Shakespeare Dead?: From My Autobiography,0
Brian Epstein 876501692 9780876501696 0  Pierian Press   A Cellarful of Noise: The Autobiography of the Man Who Made the Beatles [SEP] Brian Epstein   9780285640252 132 5/1/11 Souvenir Press A Cellarful of Noise,0
"William Starbuck Mayo 217228488 9780217228480 300 January 11th 2012 General Books   ""Kaloolah; Or [SEP]  Journeyings to the Djebel Kumri: An Autobiography of Jonathan Romer"" William Starbuck Mayo   2940025492559   David Bogue",0
Frank Lampard 7214723 9780007214723 384 August 1st 2006 HarperCollins UK   Totally Frank: The Autobiography of Frank Lampard [SEP] Frank Lampard   9780007382217 480 4/29/10 HarperCollins Publishers Totally Frank: The Autobiography of Frank Lampard,0
"Jeannette L. Gilder   0  New York : Doubleda   The autobiography of a tomboy [SEP] Jeannette L. Gilder   2940017335062   ""New York : Doubleday  Page""",1
William Dudley Foulke 1445555506 9781445555508 260 March 31st 2010 Fork. Press   A Hoosier Autobiography [SEP] William Dudley Foulke   2940023621807   Oxford University Press A Hoosier Autobiography,0
"Donald Fraser 083715653X 9780837156538 209 June 1st 1980 Greenwood Pub Group   Autobiography of an African [SEP] Donald Fraser   2940027418854   London : James Nisbet &amp; Co. ""Autobiography of the late Donald Fraser",0
Warren Holden 1146029640 9781146029643 60 February 28th 2010 Nabu Press   Autobiography of Love [SEP] Warren Holden   2940017677230   [Philadelphia] : Press of J.B. Lippincott Company Autobiography of love,0
William Lawrence 1847340687 9781847340689 264 June 20th 2006 Naval & Military Press George Nugent-Bankes  Autobiography of Sergeant William Lawrence. a Hero of the Peninsular and Waterloo Campaigns. [SEP] William Lawrence   9781631826450 152 10/28/14 Lushena Books The Autobiography of Sergeant William Lawrence,0
William A. Bishop 75510243 9780075510246 0 1990 McGraw Hill Ryerson   Winged Warfare (The Illustrated Classic Autobiography Of Canadian World War I Ace Billy Bishop) [SEP] William A. Glasser   9781515097112 156 7/17/15 CreateSpace Publishing The Autobiography of SATAN (Authorized Edition),0
"Ralph David Abernathy 1569762791 9781569762790 672 April 1st 2010 Chicago Review Press   And the Walls Came Tumbling Down: An Autobiography [SEP] Ralph David Abernathy   9781569762790 672 4/1/10 ""Chicago Review Press  Incorporated""",1
Anna Sewell   0  London : Jarrold and Sons   Black Beauty: his grooms and companions ; the autobiography of a horse [SEP] Anna Sewell Sewell  9780486407883 208 6/23/99 Dover Publications Black Beauty: The Autobiography of a Horse,0
"Charles R. Knight 966010671 9780966010671 128 August 1st 2005 G.T. Labs Mark Schultz  Autobiography of an Artist: Charles R. Knight (Introductions by Ray Bradbury & Ray Harryhausen) [SEP] Charles R. Gibson   9781331029328 220 7/9/15 FB &amp;c Ltd ""The Autobiography of an Electron",0
"Mark Twain   271     Mark Twain's Autobiography: Volume 2 [SEP] Mark Twain   2940016310794  2/13/13 Unforgotten Classics ""Autobiography of Mark Twain",0
Mark Twain   271     Mark Twain's Autobiography: Volume 2 [SEP] Twain Mark   9781297300837 52 2/19/15 Scholar's Choice Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition,0
Mark Twain   271     Mark Twain's Autobiography: Volume 2 [SEP] Roy J . Friedman Mark Twain Collection Mark Twain   2940018903741   Harper &amp; Brothers Publishers Is Shakespeare Dead?: From My Autobiography,0
Theodor Reik 1446528537 9781446528532 508 January 10th 2011 Grierson Press   Fragment of a Great Confession - A Psychoanalytic Autobiography [SEP] Theodor Reik   9781446528532 508 1/10/11 Read Books Design Fragment Of A Great Confession - A Psychoanalytic Autobiography,1
S. Donald Stookey 916094693 9780916094690 64 January 1st 1985 American Ceramic Society   Journey to the center of the crystal ball: An autobiography [SEP] S. Donald Stookey George H. Beall  9781574981247 74 7/28/00 Wiley Explorations in Glass: An Autobiography / Edition 1,0
"Booker T. Washington   233 October 8th 2013 Heraklion Press   An Autobiography: The Story of My Life and Work [SEP] Booker T. Washington   9781627557863 148 6/10/15 ""Wilder Publications  Inc.""",0
"Booker T. Washington   233 October 8th 2013 Heraklion Press   An Autobiography: The Story of My Life and Work [SEP] Booker T. Washington   9781633846586 420 6/10/15 ""Wilder Publications  Inc.""",0
"James R. Wright 1440177600 9781440177606 188 October 28th 2009 iUniverse   ""FBI: Fidelity [SEP]  Bravery  Integrity: An Autobiography"" James R. Simmons Jr  9781551112725 498 4/10/07",0
"Henry Bessemer 901462497 9780901462497 0     Sir Henry Bessemer F.R.S.: An Autobiography [SEP] Henry Bessemer   2940020578142   ""London  Offices of _Engineering",0
Rosemary Radford Ruether   213 October 20th 2013 Cascade Book Renny Golden  My Quests for Hope and Meaning: An Autobiography [SEP] Rosemary Radford Ruether   9781620327128 195 10/2/13 Wipf &amp; Stock Publishers My Quests for Hope and Meaning: An Autobiography,1
"Arnold Brecht 691075271 9780691075273 544 January 1st 1970 Princeton University Press   ""The Political Education of Arnold Brecht: An Autobiography [SEP]  1884-1970"" Arnold Brecht   9780691621050 564 3/8/15 Princeton University Press",1
Raja Sharma   0     The Autobiography of Benjamin Franklin-Complete Summary & Analysis [SEP] Raja Sharma   2940045205054  8/7/13 Raja Sharma Ready Reference Treatise: The Autobiography of an Ex-Colored Man,0
"Elizabeth Klarer   200 June 1st 2009 Light Technology Publishing   Beyond the Light Barrier: The Autobiography of Elizabeth Klarer [SEP] Elizabeth Klarer   9781891824777 244 3/1/09 ""Light Technology Publishing  LLC""",1
Clark Terry 520268466 9780520268463 368 November 8th 2011 University of California Press Gwen Terry Quincy Jones Clark: The Autobiography of Clark Terry [SEP] Clark Terry   9780520287518 344 6/12/15 University of California Press Clark: The Autobiography of Clark Terry,1
James R. Mancham 1557788871 9781557788870 350 September 1st 2009 Paragon House   Seychelles Global Citizen: The Autobiography of the Founding President [SEP] James R. Simmons Jr  9781551112725 498 4/10/07 Broadview Press Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1,0
Teresa of vila   354 March 6th 2012 Dover Publications   Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy) [SEP] St. Teresa of Avila   9780486475981 352 7/21/10 Dover Publications Autobiography of St. Teresa of Avila,1
Frank Sanello 1477581723 9781477581728 252 June 1st 2012 Createspace   The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello [SEP] Frank Sanello   9781477581728 252 6/22/12 CreateSpace Publishing The Autobiography of Frau Adolf Hitler,1
"William F. Milliken 837613485 9780837613482 683 May 1st 2007 Bentley Publishers   ""Equations of Motion: Adventure [SEP]  Risk  and Innovation: The Engineering Autobiography of William F. Milliken"" William F. Buckley Jr.   9780307803023 336 10/5/11",0
Hsieh Ping-Ying 710310412 9780710310415 216 October 27th 2010 Routledge Hsieh Ping-Ying  The Autobiography of a Chinese Girl: A Genuine Autobiography [SEP] Ping-Ying Hsieh   9780863580529 224 2/1/86 Rivers Oram Press/Pandora Press Autobiography of a Chinese Girl,0
Dnal g Cusack   304     Come What May: The Autobiography [SEP] Dnal g Cusack   9780141959788  10/21/09 Penguin UK Come What May: The Autobiography,1
Antonin Raymond 804810443 9780804810449 328 1973 Tuttle Publishing   Antonin Raymond: An Autobiography [SEP] Antonin Raymond   9780804810449 328 1/1/72 Tuttle Publishing Antonin Raymond: An Autobiography,1
