pairs,labels
on effective multi-dimensional indexing for stringsnick koudas  h. v. jagadish  divesh srivastavasigmod conference2000 [SEP] optimizing multidimensional index trees for main memory accesskihong kim  sang k. cha  keunjoo kwoninternational conference on management of data2001,0
the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependenciestimos k. sellis  aris tsoisvldb2003 [SEP] storage estimation for multidimensional aggregates in the presence of hierarchiesamit shukla  prasad deshpande  jeffrey f. naughton  karthikeyan ramasamyvery large data bases1996,0
active rules for xml : a new paradigm for e-servicesstefano ceri  stefano paraboschi  angela bonifativldb j.2001 [SEP] ratio rules : a new paradigm for fast  quantifiable data miningflip korn  alexandros labrinidis  yannis kotidis  christos faloutsosvery large data bases1998,0
ripple joins for online aggregationpeter j. haas  joseph m. hellersteinsigmod conference1999 [SEP] ripple joins for online aggregationpeter j. haas  joseph m. hellersteininternational conference on management of data1999,1
a non-uniform data fragmentation strategy for parallel main-menory database systemsnick bassiliades  ioannis p. vlahavasvldb1995 [SEP] managing intra-operator parallelism in parallel database systemsmanish mehta  david j. dewittvery large data bases1995,0
are quorums an alternative for data replication ?bettina kemme  ricardo jiménez-peris  marta patiño-martínez  gustavo alonsoacm trans . database syst .2003 [SEP] dec data distributor : for data replication and data warehousingdaniel j. dietterichinternational conference on management of data1994,0
parallel mining algorithms for generalized association rules with classification hierarchymasaru kitsuregawa  takahiko shintanisigmod conference1998 [SEP] an efficient algorithm for mining association rules in large databasesashoka savasere  edward omiecinski  shamkant b. navathevery large data bases1995,0
naos - efficient and modular reactive capabilities in an object-oriented database systemthierry coupaye  t. svensen  christine colletvldb1994 [SEP] promises and realities of active database systemseric simon  angelika kotz dittrichvery large data bases1995,0
the impact of global clustering on spatial database systemsthomas brinkhoff  hans-peter kriegelvldb1994 [SEP] declustering databases on heterogeneous disk systemsling tony chen  doron rotem  sidhar seshadrivery large data bases1995,0
efficient k-nn search on vertically decomposed dataniels nes  martin l. kersten  nikos mamoulis  arjen p. de vriessigmod conference2002 [SEP] efficient similarity search for market basket dataalexandros nanopoulos  yannis manolopoulosthe vldb journal -- the international journal on very large data bases2002,0
multiple-view self-maintenance in data warehousing environmentsnam huynvldb1997 [SEP] algorithms for materialized view design in data warehousing environmentjian yang  kamalakar karlapalem  qing livery large data bases1997,0
on the minimization of xpath querieselio masciari  sergio flesca  filippo furfarovldb2003 [SEP] optimization of queries with user-defined predicatessurajit chaudhuri  kyuseok shimacm transactions on database systems ( tods )1999,0
query execution techniques for caching expensive methodsjoseph m. hellerstein  jeffrey f. naughtonsigmod conference1996 [SEP] query execution techniques for caching expensive methodsjoseph m. hellerstein  jeffrey f. naughtoninternational conference on management of data1996,1
heterogeneous database query optimization in db2 universal datajoinershivakumar venkataraman  tian zhangvldb1998 [SEP] ibm 's db2 universal database demonstrations at vldb '98k. bernhard schiefer  jim kleewein  karen brannon  guy m. lohman  gene fuhvery large data bases1998,0
adaptable query optimization and evaluation in temporal middlewarechristian s. jensen  richard t. snodgrass  giedrius slivinskassigmod conference2001 [SEP] query processing and optimization in oracle rdbgennady antoshenkov  mohamed ziauddinthe vldb journal -- the international journal on very large data bases1996,0
an approximate search engine for structural databaseskaizhong zhang  qicheng ma  jason tsong-li wang  xinhuan zheng  xiong wang  dennis shasha  zasha weinberg  bruce a. shapirosigmod conference2000 [SEP] efficient index structures for string databasestamer kahveci  ambuj k. singhvery large data bases2001,0
automatic subspace clustering of high dimensional data for data mining applicationsjohannes gehrke  rakesh agrawal  dimitrios gunopulos  prabhakar raghavansigmod conference1998 [SEP] hd-eye : visual clustering of high dimensional dataalexander hinneburg  daniel a. keim  markus wawryniukinternational conference on management of data2002,0
exact : an extensible approach to active object-oriented databasesarturo jaime  oscar díazvldb j.1997 [SEP] the trigs active object-oriented database system - an overviewg. kappel  w. retschitzeggeracm sigmod record1998,0
editor 's notesmichael j. franklinsigmod record1999 [SEP] editorialpeter apers  stefano ceri  richard snodgrassthe vldb journal -- the international journal on very large data bases2002,0
an efficient algorithm for mining association rules in large databasesedward omiecinski  shamkant b. navathe  ashok savaserevldb1995 [SEP] fast algorithms for mining association rules in large databasesrakesh agrawal  ramakrishnan srikantvery large data bases1994,0
promises and realities of active database systemseric simon  angelika kotz dittrichvldb1995 [SEP] olap  relational  and multidimensional database systemsgeorge colliatacm sigmod record1996,0
databases for gisclaudia bauzer medeiros  fatima piressigmod record1994 [SEP] database principlesleonid libkinacm sigmod record2001,0
solving satisfiability and implication problems in database systemssha guo  mark allen weiss  wei sunacm trans . database syst .1996 [SEP] solving satisfiability and implication problems in database systemssha guo  wei sun  mark a. weissacm transactions on database systems ( tods )1996,1
efficient dynamic mining of constrained frequent setslaks v. s. lakshmanan  raymond t. ng  carson kai-sang leungacm trans . database syst .2003 [SEP] optimization of constrained frequent set queries with 2-variable constraintslaks v. s. lakshmanan  raymond ng  jiawei han  alex panginternational conference on management of data1999,0
from structured documents to novel query facilitiessophie cluet  michel scholl  serge abiteboul  vassilis christophidessigmod conference1994 [SEP] from structured documents to novel query facilitiesv. christophides  s. abiteboul  s. cluet  m. schollinternational conference on management of data1994,1
nonstop sql : scalability and availability for decision supportsusanne englertsigmod conference1994 [SEP] scalablity and availability in oracle7 7.3dieter gawlickvery large data bases1996,0
an algebraic approach to static analysis of active database rulesjennifer widom  elena baralisacm trans . database syst .2000 [SEP] static analysis techniques for predicting the behavior of active database rulesalexander aiken  joseph m. hellerstein  jennifer widomacm transactions on database systems ( tods )1995,0
the aditi deductive database systemkotagiri ramamohanarao  david b. kemp  jayen vaghani  tim s. leask  james harland  peter j. stuckey  zoltan somogyivldb j.1994 [SEP] belief reasoning in mls deductive databaseshasan m. jamilinternational conference on management of data1999,0
coloring away communication in parallel query optimizationrajeev motwani  waqar hasanvldb1995 [SEP] including group-by in query optimizationsurajit chaudhuri  kyuseok shimvery large data bases1994,0
fast algorithms for universal quantification in large databasesgoetz graefe  richard l. coleacm trans . database syst .1995 [SEP] algorithms for mining association rules for binary segmentations of huge categorical databasesyasuhiko morimoto  takeshi fukuda  hirofumi matsuzawa  takeshi tokuyama  kunikazu yodavery large data bases1998,0
time-parameterized queries in spatio-temporal databasesdimitris papadias  yufei taosigmod conference2002 [SEP] transaction timestamping in ( temporal ) databaseschristian s. jensen  david b. lometvery large data bases2001,0
dwms : data warehouse management systemnarendra mohanvldb1996 [SEP] the mariposa distributed database management systemjeff sidellacm sigmod record1996,0
m-tree : an efficient access method for similarity search in metric spacespaolo ciaccia  pavel zezula  marco patellavldb1997 [SEP] mv3r-tree : a spatio-temporal access method for timestamp and interval queriesyufei tao  dimitris papadiasvery large data bases2001,0
parametric query optimizationraymond t. ng  timos k. sellis  yannis e. ioannidis  kyuseok shimvldb j.1997 [SEP] exploiting constraint-like data characterizations in query optimizationparke godfrey  jarek gryz  calisto zuzarteinternational conference on management of data2001,0
addressing techniques used in database object managers o2 and orionnadjiba sahraoui  andré gamachesigmod record1995 [SEP] addressing techniques used in database object managers o2 and orionandr &#233; gamache  nadjiba sahraouiacm sigmod record1995,1
data mining using two-dimensional optimized accociation rules : scheme  algorithms  and visualizationshinichi morishita  yasuhiko morimoto  takeshi tokuyama  takeshi fukudasigmod conference1996 [SEP] data mining using two-dimensional optimized association rules : scheme  algorithms  and visualizationtakeshi fukuda  yasukiko morimoto  shinichi morishita  takeshi tokuyamainternational conference on management of data1996,1
locally adaptive dimensionality reduction for indexing large time series databaseskaushik chakrabarti  eamonn j. keogh  michael j. pazzani  sharad mehrotraacm trans . database syst .2002 [SEP] cmvf : a novel dimension reduction scheme for efficient indexing in a large image databasejialie shen  anne h. h. ngu  john shepherd  du q. huynh  quan z. shenginternational conference on management of data2003,0
finding data in the neighborhoodandré eickler  alfons kemper  donald kossmannvldb1997 [SEP] finding data in the neighborhoodandr &#233; eickler  alfons kemper  donald kossmannvery large data bases1997,1
xsb as a deductive databaseterrance swift  konstantinos f. sagonas  david scott warrensigmod conference1994 [SEP] belief reasoning in mls deductive databaseshasan m. jamilinternational conference on management of data1999,0
garbage collection in object-oriented databases using transactional cyclic reference countings. sudarshan  prasan roy  abraham silberschatz  srinivas ashwin  s. seshadrivldb j.1998 [SEP] converting relational to object-oriented databasesjoseph fongacm sigmod record1997,0
birch : an efficient data clustering method for very large databasesraghu ramakrishnan  miron livny  tian zhangsigmod conference1996 [SEP] efficient and effective clustering methods for spatial data miningraymond t. ng  jiawei hanvery large data bases1994,0
database research at nthu and itriarbee l. p. chensigmod record1994 [SEP] database research at nthu and itriarbee l. p. chenacm sigmod record1994,1
psoup : a system for streaming queries over streaming datasirish chandrasekaran  michael j. franklinvldb j.2003 [SEP] xpath queries on streaming datafeng peng  sudarshan s. chawatheinternational conference on management of data2003,0
optimizing queries with universal quantification in object-oriented and object-relational databasesguido moerkotte  jens claußen  klaus peithner  alfons kempervldb1997 [SEP] join index hierarchies for supporting efficient navigations in object-oriented databaseszhaohui xie  jiawei hanvery large data bases1994,0
integration of heterogeneous databases without common domains using queries based on textual similaritywilliam w. cohensigmod conference1998 [SEP] providing database-like access to the web using queries based on textual similaritywilliam w. coheninternational conference on management of data1998,0
data management issues in electronic commerce ( panel )m. tamer özsusigmod conference1999 [SEP] electronic commerce : tutorialnabil r. adam  yelena yeshainternational conference on management of data1998,0
olap  relational  and multidimensional database systemsgeorge colliatsigmod record1996 [SEP] ensuring relaxed atomicity for flexible transactions in multidatabase systemsaidong zhang  marian nodine  bharat bhargava  omran bukhresinternational conference on management of data1994,0
constructing and integrating data-centric web applications : methods  tools  and techniquesioana manolescu  stefano cerivldb2003 [SEP] conceptual schema analysis : techniques and applicationss. castano  v. de antonellis  m. g. fugini  b. perniciacm transactions on database systems ( tods )1998,0
lore : a database management system for semistructured dataroy goldman  serge abiteboul  jennifer widom  dallan quass  jason mchughsigmod record1997 [SEP] constraints for semistructured data and xmlpeter buneman  wenfei fan  j &#233; r &#244; me sim &#233; on  scott weinsteinacm sigmod record2001,0
optimizing queries across diverse data sourcesedward l. wimmers  donald kossmann  jun yang  laura m. haasvldb1997 [SEP] optimizing multi-feature queries for image databasesulrich g &#252; ntzer  wolf-tilo balke  werner kie &#223; lingvery large data bases2000,0
tree pattern query minimizationdivesh srivastava  sungran cho  laks v. s. lakshmanan  sihem amer-yahiavldb j.2002 [SEP] tree pattern query minimizations. amer-yahia  s. cho  l. v. s. lakshmanan  d. srivastavathe vldb journal -- the international journal on very large data bases2002,1
of crawlers  portals  mice and men : is there more to mining the web ? ( panel )kyuseok shim  rajeev rastogi  minos n. garofalakis  sridhar ramaswamysigmod conference1999 [SEP] of crawlers  portals  mice  and men : is there more to mining the web ?minos n. garofalakis  sridhar ramaswamy  rajeev rastogi  kyuseok shiminternational conference on management of data1999,1
sql/med - a status reportjan-eike michels  peter m. schwarz  krishna g. kulkarni  vanja josifovski  jim meltonsigmod record2002 [SEP] object-oriented extensions in sql3 : a status reportkrishna g. kulkarniinternational conference on management of data1994,0
fast algorithms for universal quantification in large databasesgoetz graefe  richard l. coleacm trans . database syst .1995 [SEP] fast algorithms for maintaining replica consistency in lazy master replicated databasesesther pacitti  pascale minet  eric simonvery large data bases1999,0
aurora : a data stream management systemnesime tatbul  daniel j. abadi  c. erwin  anurag maskey  mitch cherniack  alex rasin  christian convey  a. singer  eduardo f. galvez  r. yan  ugur çetintemel  ying xing  stanley b. zdonik  michael stonebraker  donald carney  m. hatounsigmod conference2003 [SEP] document management as a database problemrudolf bayervery large data bases1995,0
the microsoft database research grouproger s. barga  david b. lomet  per-åke larson  surajit chaudhuri  vivek r. narasayyasigmod record1998 [SEP] the database research group at eth zurichmoira c. norrie  stephen m. blott  hans-j &#246; rg schek  gerhard weikumacm sigmod record1994,0
database research at nthu and itriarbee l. p. chensigmod record1994 [SEP] the database research group at eth zurichmoira c. norrie  stephen m. blott  hans-j &#246; rg schek  gerhard weikumacm sigmod record1994,0
incremental maintenance of views with duplicatesleonid libkin  timothy griffinsigmod conference1995 [SEP] incremental maintenance of views with duplicatestimothy griffin  leonid libkininternational conference on management of data1995,1
near neighbor search in large metric spacessergey brinvldb1995 [SEP] near neighbor search in large metric spacessergey brinvery large data bases1995,1
adaptive multi-stage distance join processingsukho lee  bongki moon  hyoseop shinsigmod conference2000 [SEP] multi-step processing of spatial joinsthomas brinkhoff  hans-peter kriegel  ralf schneider  bernhard seegerinternational conference on management of data1994,0
lh * - a scalable  distributed data structuredonovan a. schneider  marie-anne neimat  witold litwinacm trans . database syst .1996 [SEP] lh * rs : a high-availability scalable distributed data structure using reed solomon codeswitold litwin  thomas schwarzinternational conference on management of data2000,0
book review columnkarl aberersigmod record2002 [SEP] book reviewskarl abereracm sigmod record2002,0
caprera : an activity framework for transaction processing on wide-area networkssuresh kumar  eng-kee kwang  divyakant agrawalvldb1997 [SEP] enterprise transaction processing on windows ntgreg hopeinternational conference on management of data1995,0
outlier detection for high dimensional datacharu c. aggarwal  philip s. yusigmod conference2001 [SEP] rights protection for relational dataradu sion  mikhail atallah  sunil prabhakarinternational conference on management of data2003,0
krdb ' 98 : the 5th international workshop on knowledge representation meets databasesalexander borgida  martin staudt  vinay k. chaudhrisigmod record1998 [SEP] report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 )alex borgida  vinay k. chaudhri  martin staudtacm sigmod record1998,1
disima : a distributed and interoperable image database systemvincent oria  benjamin bin yao  shu lin  paul iglinski  m. tamer özsusigmod conference2000 [SEP] disima : a distributed and interoperable image database systemvincent oria  m. tamer &#214; zsu  paul j. iglinski  shu lin  bin yaointernational conference on management of data2000,1
maintenance of data cubes and summary tables in a warehouseinderpal singh mumick  dallan quass  barinderpal singh mumicksigmod conference1997 [SEP] view maintenance in a warehousing environmentyue zhuge  h &#233; ctor garc &#237; a-molina  joachim hammer  jennifer widominternational conference on management of data1995,0
the semantic web : semantics for data on the webvipul kashyap  stefan deckervldb2003 [SEP] understanding the semantics of sensor datamurali maniacm sigmod record2003,0
approximate query mapping : accounting for translation closenesshector garcia-molina  kevin chen-chuan changvldb j.2001 [SEP] approximate query processing : taming the terabytesminos n. garofalakis  phillip b. gibbonvery large data bases2001,0
parallel evaluation of multi-join queriesjan flokstra  annita n. wilschut  peter m. g. aperssigmod conference1995 [SEP] evaluating top-k selection queriessurajit chaudhuri  luis gravanovery large data bases1999,0
research activities in database management and information retrieval at the university of illinois at chicagoa. prasad sistla  isabel f. cruz  ashfaq a. khokhar  clement t. yu  bing liu  ouri wolfsonsigmod record2002 [SEP] database research : achievements and opportunities into the 1st centuryavi silberschatz  mike stonebraker  jeff ullmanacm sigmod record1996,0
sleepers and workaholics : caching strategies in mobile environmentsdaniel barbará  tomasz imielinskisigmod conference1994 [SEP] sleepers and workaholics : caching strategies in mobile environmentsdaniel barbar &#225;  tomasz imieli &#324; skiinternational conference on management of data1994,1
opt + + : an object-oriented implementation for extensible database query optimizationdavid j. dewitt  navin kabravldb j.1999 [SEP] context-based prefetch - an optimization for implementing objects on relationsphilip a. bernstein  shankar pal  david shuttthe vldb journal -- the international journal on very large data bases2000,0
integrating symbolic images into a multimedia database system using classification and abstraction approacheshanan samet  aya soffervldb j.1998 [SEP] integrating association rule mining with relational database systems : alternatives and implicationssunita sarawagi  shiby thomas  rakesh agrawalinternational conference on management of data1998,0
metadata for multimedia documentsthomas c. rakow  klemens böhmsigmod record1994 [SEP] standard for multimedia databasesjohn r. smithinternational conference on management of data2001,0
very large databases in a commercial application environmentkarl-heinz hessvldb1996 [SEP] object-oriented  rapid application development in a pc database environmentcorporate fox development team microsoftinternational conference on management of data1995,0
efficient query processing for multi-dimensionally clustered tables in db2matthew huras  leslie cranston  bishwaranjan bhattacharjee  sriram padmanabhan  timothy malkemus  tony laivldb2003 [SEP] genesys : a system for efficient spatial query processingthomas brinkhoff  hans-peter kriegel  ralf schneider  bernhard seegerinternational conference on management of data1994,0
the aggregate data problem : a system for their definition and managementleonardo tininini  antonia bezenchek  maurizio rafanellisigmod record1996 [SEP] semantics for update rule programs and implementation in a relational database management systemlouiqa raschid  jorge loboacm transactions on database systems ( tods )1996,0
energy and rate based mac protocol for wireless sensor networksramaraju kalidindi  vijay kumar  rajgopal kannan  s. sitharama iyengarsigmod record2003 [SEP] distributing queries over low-power wireless sensor networkssamuel madden  joseph m. hellersteininternational conference on management of data2002,0
the evolution of effective b-tree : page organization and techniques : a personal accountdavid b. lometsigmod record2001 [SEP] the evolution of effective b-tree : page organization and techniques : a personal accountdavid lometacm sigmod record2001,1
index configuration in object-oriented databaseselisa bertinovldb j.1994 [SEP] the persistent cache : improving oid indexing in temporal object-oriented database systemskjetil n &#248; rv &#229; gvery large data bases1999,0
clustering methods for large databases : from the past to the futurealexander hinneburg  daniel a. keimsigmod conference1999 [SEP] the merge/purge problem for large databasesmauricio a. hern &#225; ndez  salvatore j. stolfointernational conference on management of data1995,0
semantic integration of semistructured and structured data sourcessonia bergamaschi  maurizio vincini  silvana castanosigmod record1999 [SEP] a structured approach for the definition of the semantics of active databasespiero fraternali  letizia tancaacm transactions on database systems ( tods )1995,0
idea : interactive data exploration and analysislynn o. wilson  peter g. selfridge  divesh srivastavasigmod conference1996 [SEP] xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data setselke a. rundensteiner  matthew o. ward  jing yang  punit r. doshiinternational conference on management of data2002,0
database indexing for large dna and protein sequence collectionsrobert w. irving  malcolm p. atkinson  ela huntvldb j.2002 [SEP] large databases for remote sensing and gisa. r. dasguptavery large data bases1996,0
improved histograms for selectivity estimation of range predicateseugene j. shekita  viswanath poosala  yannis e. ioannidis  peter j. haassigmod conference1996 [SEP] wavelet-based histograms for selectivity estimationyossi matias  jeffrey scott vitter  min wanginternational conference on management of data1998,0
the persistent cache : improving oid indexing in temporal object-oriented database systemskjetil nørvågvldb1999 [SEP] the ores temporal database management systembabis theodoulidis  aziz ait-braham  george andrianopoulos  jayant chaudhary  george karvelis  simon souinternational conference on management of data1994,0
open object database management systemsjosé a. blakeleysigmod conference1994 [SEP] the wasa2 object-oriented workflow management systemgottfried vossen  mathias weskeinternational conference on management of data1999,0
fast algorithms for mining association rules in large databasesramakrishnan srikant  rakesh agrawalvldb1994 [SEP] large databases for remote sensing and gisa. r. dasguptavery large data bases1996,0
online dynamic reordering for interactive data processingbhaskaran raman  joseph m. hellerstein  vijayshankar ramanvldb1999 [SEP] dynamic pipeline scheduling for improving interactive query performancetolga urhan  michael j. franklinvery large data bases2001,0
object-oriented  rapid application development in a pc database environmentfox development teamsigmod conference1995 [SEP] static detection of security flaws in object-oriented databaseskeishi tajimainternational conference on management of data1996,0
on applying hash filters to improving the execution of multi-join queriesphilip s. yu  ming-syan chen  hui-i hsiaovldb j.1997 [SEP] on parallel execution of multiple pipelined hash joinshui-i hsiao  ming-syan chen  philip s. yuinternational conference on management of data1994,0
investigation of algebraic query optimisation techniques for database programming languagesalexandra poulovassilis  carol smallvldb1994 [SEP] investigation of algebraic query optimisation techniques for database programming languagesalexandra poulovassilis  carol smallvery large data bases1994,1
analysis of locking behavior in three real database systemsalan jay smith  vigyan singhalvldb j.1997 [SEP] database systems-breaking out of the boxavi silberschatz  stan zdonikacm sigmod record1997,0
approximate medians and other quantiles in one pass and with limited memorybruce g. lindsay  gurmeet singh manku  sridhar rajagopalansigmod conference1998 [SEP] approximate medians and other quantiles in one pass and with limited memorygurmeet singh manku  sridhar rajagopalan  bruce g. lindsayinternational conference on management of data1998,1
database management systems and the internetsusan malaikavldb1996 [SEP] relational data sharing in peer-based data management systemsbeng chin ooi  yanfeng shu  kian-lee tanacm sigmod record2003,0
graphdb : modeling and querying graphs in databasesralf hartmut gütingvldb1994 [SEP] graphdb : modeling and querying graphs in databasesralf hartmut g &#252; tingvery large data bases1994,1
semantic integration of semistructured and structured data sourcessonia bergamaschi  maurizio vincini  silvana castanosigmod record1999 [SEP] inferring structure in semistructured datasvetlozer nestorov  serge abiteboul  rajeev motwaniacm sigmod record1997,0
an extensible compressor for xml datadan suciu  hartmut liefkesigmod record2000 [SEP] xmill : an efficient compressor for xml datahartmut liefke  dan suciuinternational conference on management of data2000,0
the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependenciestimos k. sellis  aris tsoisvldb2003 [SEP] query optimization in the presence of limited access patternsdaniela florescu  alon levy  ioana manolescu  dan suciuinternational conference on management of data1999,0
streaming queries over streaming datamichael j. franklin  sirish chandrasekaranvldb2002 [SEP] continuously adaptive continuous queries over streamssamuel madden  mehul shah  joseph m. hellerstein  vijayshankar ramaninternational conference on management of data2002,0
integrating the ub-tree into a database system kernelrobert fenk  rudolf bayer  volker markl  martin zirkel  frank ramsak  klaus elhardtvldb2000 [SEP] integrating the ub-tree into a database system kernelfrank ramsak  volker markl  robert fenk  martin zirkel  klaus elhardt  rudolf bayervery large data bases2000,1
a system for watermarking relational databasespeter j. haas  rakesh agrawal  jerry kiernansigmod conference2003 [SEP] temporal database system implementationsmichael h. b &#246; hlenacm sigmod record1995,0
a taxonomy for secure object-oriented databasessebastiaan h. von solms  martin s. olivieracm trans . database syst .1994 [SEP] cost-based selection of path expression processing algorithms in object-oriented databasesgeorges gardarin  jean-robert gruser  zhao-hui tangvery large data bases1996,0
fast algorithms for mining association rules in large databasesramakrishnan srikant  rakesh agrawalvldb1994 [SEP] algorithms for mining association rules for binary segmentations of huge categorical databasesyasuhiko morimoto  takeshi fukuda  hirofumi matsuzawa  takeshi tokuyama  kunikazu yodavery large data bases1998,0
formal query languages for secure relational databasesmarianne winslett  kenneth smith  xiaolei qianacm trans . database syst .1994 [SEP] unql : a query language and algebra for semistructured data based on structural recursionpeter buneman  mary fernandez  dan suciuthe vldb journal -- the international journal on very large data bases2000,0
efficient and effective metasearch for text databases incorporating linkages among documentsweiyi meng  clement t. yu  king-lup liu  wensheng wusigmod conference2001 [SEP] efficient and effective metasearch for text databases incorporating linkages among documentsclement yu  weiyi meng  wensheng wu  king-lup liuinternational conference on management of data2001,1
the algres testbed of chimera : an active object-oriented database systemgiuseppe psaila  stefano ceri  stefano paraboschi  piero fraternalisigmod conference1995 [SEP] query unnesting in object-oriented databasesleonidas fegarasinternational conference on management of data1998,0
declarative updates of relational databasesweidong chenacm trans . database syst .1995 [SEP] storage and retrieval of xml data using relational databasessurajit chaudhuri  kyuseok shimvery large data bases2001,0
olap  relational  and multidimensional database systemsgeorge colliatsigmod record1996 [SEP] on supporting containment queries in relational database management systemschun zhang  jeffrey naughton  david dewitt  qiong luo  guy lohmaninternational conference on management of data2001,0
mining fuzzy association rules in databasesada wai-chee fu  man hon wong  chan man kuoksigmod record1998 [SEP] mining generalized association rulesramakrishnan srikant  rakesh agrawalvery large data bases1995,0
an overview of data warehousing and olap technologysurajit chaudhuri  umeshwar dayalsigmod record1997 [SEP] an overview of data warehousing and olap technologysurajit chaudhuri  umeshwar dayalacm sigmod record1997,1
semantics for update rule programs and implementations in a relational database management systemlouiqa raschid  jorge loboacm trans . database syst .1996 [SEP] on supporting containment queries in relational database management systemschun zhang  jeffrey naughton  david dewitt  qiong luo  guy lohmaninternational conference on management of data2001,0
multi-dimensional substring selectivity estimationdivesh srivastava  olga kapitskaia  raymond t. ng  h. v. jagadishvldb1999 [SEP] materialized view selection for multidimensional datasetsamit shukla  prasad deshpande  jeffrey f. naughtonvery large data bases1998,0
predictive dynamic load balancing of parallel and distributed rule and query processingjae-jun hwang  mauricio a. hernández  salvatore j. stolfo  hasanat m. dewansigmod conference1994 [SEP] estimation of query-result distribution and its application in parallel-join load balancingviswanath poosala  yannis e. ioannidisvery large data bases1996,0
parallel algorithms for high-dimensional similarity joins for data mining applicationsrakesh agrawal  john c. shafervldb1997 [SEP] multi-dimensional database allocation for parallel data warehousesthomas st &#246; hr  holger m &#228; rtens  erhard rahmvery large data bases2000,0
querying xml views of relational datajerry kiernan  jayavel shanmugasundaram  catalina fan  eugene j. shekita  john funderburkvldb2001 [SEP] storing and querying ordered xml using a relational database systemigor tatarinov  stratis d. viglas  kevin beyer  jayavel shanmugasundaram  eugene shekita  chun zhanginternational conference on management of data2002,0
enhanced abstract data types in object-relational databasespraveen seshadrivldb j.1998 [SEP] bulk-loading techniques for object databases and an application to relational datasihem amer-yahia  sophie cluet  claude delobelvery large data bases1998,0
a fast index for semistructured databrian cooper  gísli r. hjaltason  michael j. franklin  neal sample  moshe shadmonvldb2001 [SEP] efficient index structures for string databasestamer kahveci  ambuj k. singhvery large data bases2001,0
progressive approximate aggregate queries with a multi-resolution tree structureiosif lazaridis  sharad mehrotrasigmod conference2001 [SEP] progressive evaluation of nested aggregate querieskian-lee tan  cheng hian goh  beng chin ooithe vldb journal -- the international journal on very large data bases2000,0
storage and retrieval of xml data using relational databasessurajit chaudhuri  kyuseok shimvldb2001 [SEP] converting relational to object-oriented databasesjoseph fongacm sigmod record1997,0
multi-dimensional selectivity estimation using compressed histogram informationdeok-hwan kim  ju-hong lee  chin-wan chungsigmod conference1999 [SEP] one-dimensional and multi-dimensional substring selectivity estimationh. v. jagadish  olga kapitskaia  raymond t. ng  divesh srivastavathe vldb journal -- the international journal on very large data bases2000,0
the ccube constraint object-oriented database systemalexander brodsky  pavel a. exarkhopoulo  victor e. segal  jia chensigmod conference1999 [SEP] an efficient method for checking object-oriented database schema correctnessa. formica  h. d. groger  m. missikoffacm transactions on database systems ( tods )1998,0
webdb ' 98 : international workshop on the web and databasesalberto o. mendelzon  paolo atzenisigmod record1998 [SEP] workshop report : the first international workshop on active and real-time database systems ( artdb-95 )mikael berndtsson  j &#246; rgen hanssonacm sigmod record1996,0
aurora : a data stream management systemnesime tatbul  daniel j. abadi  c. erwin  anurag maskey  mitch cherniack  alex rasin  christian convey  a. singer  eduardo f. galvez  r. yan  ugur çetintemel  ying xing  stanley b. zdonik  michael stonebraker  donald carney  m. hatounsigmod conference2003 [SEP] bigsur : a system for the management of earth science datapaul brown  michael stonebrakervery large data bases1995,0
an introduction to spatial database systemsralf hartmut gütingvldb j.1994 [SEP] parallel database systems 101jim grayinternational conference on management of data1995,0
query optimization in compressed database systemszhiyuan chen  flip korn  johannes gehrkesigmod conference2001 [SEP] performing joins without decompression in a compressed database systems. j. o'connell  n. winterbottomacm sigmod record2003,0
query unnesting in object-oriented databasesleonidas fegarassigmod conference1998 [SEP] managing intervals efficiently in object-relational databaseshans-peter kriegel  marco p &#246; tke  thomas seidlvery large data bases2000,0
mocha : a database middleware system featuring automatic deployment of application-specific functionalitymanuel rodriguez-martinez  joseph jájá  john m. mcgann  nick roussopoulos  zhexuan song  stephen kelley  vadim katzsigmod conference2000 [SEP] mocha : a database middleware system featuring automatic deployment of application-specific functionalitymanuel rodr &#237; guez-mart &#237; nez  nick roussopoulos  john m. mcgann  stephen kelley  vadim katz  zhexuan song  joseph j &#225; j &#225;international conference on management of data2000,1
visdb : a system for visualizing large databaseshans-peter kriegel  daniel a. keimsigmod conference1995 [SEP] niagaracq : a scalable continuous query system for internet databasesjianjun chen  david j. dewitt  feng tian  yuan wanginternational conference on management of data2000,0
query processing techniques for arraysarunprasad p. marathe  kenneth salemvldb j.2002 [SEP] sequence query processingpraveen seshadri  miron livny  raghu ramakrishnaninternational conference on management of data1994,0
graphdb : modeling and querying graphs in databasesralf hartmut gütingvldb1994 [SEP] modelling and querying video datarune hjelsvold  roger midtstraumvery large data bases1994,0
algorithms for mining distance-based outliers in large datasetsraymond t. ng  edwin m. knorrvldb1998 [SEP] fast algorithms for universal quantification in large databasesgoetz graefe  richard l. coleacm transactions on database systems ( tods )1995,0
on completeness of historical relational query languagesjames clifford  albert croker  alexander tuzhilinacm trans . database syst .1994 [SEP] incremental computation of nested relational query expressionslars baekgaard  leo markacm transactions on database systems ( tods )1995,0
